Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[single cell well quality]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[strain]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[spike-in addition]	Factor Value[phenotype]	Factor Value[block]
20547_8#51	ERS1628577	SAMEA103939409	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#51	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#51	sequencing assay	ERX1958555	20547_8#51_2.fq.gz	20547_8#51_2.fq.gz	ERR1898165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898165/ERR1898165_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#52	ERS1628578	SAMEA103939410	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#52	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#52	sequencing assay	ERX1958556	20547_8#52_1.fq.gz	20547_8#52_1.fq.gz	ERR1898166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898166/ERR1898166_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#52	ERS1628578	SAMEA103939410	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#52	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#52	sequencing assay	ERX1958556	20547_8#52_2.fq.gz	20547_8#52_2.fq.gz	ERR1898166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898166/ERR1898166_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#53	ERS1628579	SAMEA103939411	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#53	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#53	sequencing assay	ERX1958557	20547_8#53_1.fq.gz	20547_8#53_1.fq.gz	ERR1898167	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898167/ERR1898167_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#53	ERS1628579	SAMEA103939411	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#53	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#53	sequencing assay	ERX1958557	20547_8#53_2.fq.gz	20547_8#53_2.fq.gz	ERR1898167	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898167/ERR1898167_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#54	ERS1628580	SAMEA103939412	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#54	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#54	sequencing assay	ERX1958558	20547_8#54_1.fq.gz	20547_8#54_1.fq.gz	ERR1898168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898168/ERR1898168_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#54	ERS1628580	SAMEA103939412	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#54	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#54	sequencing assay	ERX1958558	20547_8#54_2.fq.gz	20547_8#54_2.fq.gz	ERR1898168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898168/ERR1898168_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#55	ERS1628581	SAMEA103939413	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#55	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#55	sequencing assay	ERX1958559	20547_8#55_1.fq.gz	20547_8#55_1.fq.gz	ERR1898169	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898169/ERR1898169_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#55	ERS1628581	SAMEA103939413	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#55	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#55	sequencing assay	ERX1958559	20547_8#55_2.fq.gz	20547_8#55_2.fq.gz	ERR1898169	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898169/ERR1898169_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#56	ERS1628582	SAMEA103939414	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#56	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#56	sequencing assay	ERX1958560	20547_8#56_1.fq.gz	20547_8#56_1.fq.gz	ERR1898170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898170/ERR1898170_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#56	ERS1628582	SAMEA103939414	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#56	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#56	sequencing assay	ERX1958560	20547_8#56_2.fq.gz	20547_8#56_2.fq.gz	ERR1898170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898170/ERR1898170_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#57	ERS1628583	SAMEA103939415	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#57	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#57	sequencing assay	ERX1958561	20547_8#57_1.fq.gz	20547_8#57_1.fq.gz	ERR1898171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898171/ERR1898171_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#57	ERS1628583	SAMEA103939415	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#57	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#57	sequencing assay	ERX1958561	20547_8#57_2.fq.gz	20547_8#57_2.fq.gz	ERR1898171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898171/ERR1898171_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#58	ERS1628584	SAMEA103939416	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#58	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#58	sequencing assay	ERX1958562	20547_8#58_1.fq.gz	20547_8#58_1.fq.gz	ERR1898172	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898172/ERR1898172_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#58	ERS1628584	SAMEA103939416	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#58	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#58	sequencing assay	ERX1958562	20547_8#58_2.fq.gz	20547_8#58_2.fq.gz	ERR1898172	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898172/ERR1898172_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#59	ERS1628585	SAMEA103939417	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#59	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#59	sequencing assay	ERX1958563	20547_8#59_1.fq.gz	20547_8#59_1.fq.gz	ERR1898173	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898173/ERR1898173_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#59	ERS1628585	SAMEA103939417	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#59	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#59	sequencing assay	ERX1958563	20547_8#59_2.fq.gz	20547_8#59_2.fq.gz	ERR1898173	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898173/ERR1898173_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#5	ERS1628586	SAMEA103939418	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#5	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#5	sequencing assay	ERX1958564	20547_8#5_1.fq.gz	20547_8#5_1.fq.gz	ERR1898174	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898174/ERR1898174_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#5	ERS1628586	SAMEA103939418	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#5	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#5	sequencing assay	ERX1958564	20547_8#5_2.fq.gz	20547_8#5_2.fq.gz	ERR1898174	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898174/ERR1898174_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#60	ERS1628587	SAMEA103939419	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#60	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#60	sequencing assay	ERX1958565	20547_8#60_1.fq.gz	20547_8#60_1.fq.gz	ERR1898175	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898175/ERR1898175_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#60	ERS1628587	SAMEA103939419	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#60	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#60	sequencing assay	ERX1958565	20547_8#60_2.fq.gz	20547_8#60_2.fq.gz	ERR1898175	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898175/ERR1898175_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#61	ERS1628588	SAMEA103939420	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#61	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#61	sequencing assay	ERX1958566	20547_8#61_1.fq.gz	20547_8#61_1.fq.gz	ERR1898176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898176/ERR1898176_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#61	ERS1628588	SAMEA103939420	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#61	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#61	sequencing assay	ERX1958566	20547_8#61_2.fq.gz	20547_8#61_2.fq.gz	ERR1898176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898176/ERR1898176_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#62	ERS1628589	SAMEA103939421	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#62	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#62	sequencing assay	ERX1958567	20547_8#62_1.fq.gz	20547_8#62_1.fq.gz	ERR1898177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898177/ERR1898177_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#62	ERS1628589	SAMEA103939421	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#62	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#62	sequencing assay	ERX1958567	20547_8#62_2.fq.gz	20547_8#62_2.fq.gz	ERR1898177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898177/ERR1898177_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
